TransactionID,Date,CustomerID,Age,Gender,Location,ProductID,Category,Quantity,UnitPrice,PaymentType,PromotionApplied,DiscountAmount,GiftWrap,Event,CustomerSatisfaction,ReturnFlag
2590,04-12-2020,261,69,Other,City_12,525,Decorations,1,18.73312266,Debit Card,FALSE,0,TRUE,None,3,FALSE
2591,14-11-2022,83,30,Female,City_6,788,Clothing,4,97.67901731,Cash,TRUE,39.07160692,TRUE,Black Friday,1,TRUE
2592,16-12-2019,355,43,Male,City_14,375,Food,3,15.77457596,Cash,TRUE,4.732372789,TRUE,Black Friday,3,FALSE
2593,21-12-2018,57,23,Other,City_4,897,Food,4,56.06160921,Online Payment,FALSE,0,FALSE,Christmas Market,1,TRUE
2594,06-11-2018,92,29,Male,City_9,578,Decorations,3,86.58283989,Online Payment,FALSE,0,FALSE,Christmas Market,4,FALSE
2595,09-12-2021,274,46,Other,City_19,259,Clothing,4,91.44853987,Credit Card,TRUE,0,TRUE,None,3,TRUE
2596,25-11-2018,265,65,Male,City_10,413,Electronics,2,20.17985515,Credit Card,FALSE,4.035971031,FALSE,Black Friday,1,FALSE
2597,19-12-2020,462,46,Female,City_15,597,Electronics,2,68.99916653,Credit Card,FALSE,0,FALSE,None,4,TRUE
2598,13-11-2022,410,29,Male,City_14,472,Toys,5,18.29347127,Debit Card,TRUE,0,FALSE,Christmas Market,1,TRUE
2599,18-12-2022,152,32,Male,City_15,852,Food,3,84.76150702,Credit Card,FALSE,25.42845211,FALSE,Black Friday,1,FALSE
2600,02-12-2021,272,62,Other,City_7,963,Food,3,98.77877419,Credit Card,TRUE,0,TRUE,Christmas Market,5,TRUE
2601,08-12-2020,192,41,Male,City_5,142,Decorations,2,63.63378874,Credit Card,TRUE,0,TRUE,Christmas Market,2,TRUE
2602,22-11-2021,169,60,Male,City_12,309,Electronics,2,62.24040237,Debit Card,TRUE,0,TRUE,Christmas Market,2,TRUE
2603,08-12-2023,492,18,Other,City_9,831,Decorations,2,93.81238516,Cash,TRUE,18.76247703,TRUE,Black Friday,4,FALSE
2604,27-12-2020,361,40,Male,City_6,37,Toys,4,11.8027786,Debit Card,TRUE,0,FALSE,Christmas Market,2,FALSE
2605,29-12-2019,277,38,Male,City_18,415,Electronics,1,34.10527838,Cash,FALSE,3.410527838,TRUE,Black Friday,3,FALSE
2606,08-12-2023,197,60,Other,City_16,528,Decorations,2,60.67265372,Debit Card,TRUE,0,TRUE,Christmas Market,3,FALSE
2607,10-11-2020,225,70,Male,City_10,870,Clothing,3,20.34794572,Online Payment,FALSE,0,TRUE,None,2,TRUE
2608,20-11-2018,64,47,Male,City_17,124,Clothing,4,25.75486542,Credit Card,TRUE,0,FALSE,Christmas Market,2,TRUE
2609,09-11-2018,264,52,Female,City_4,724,Toys,4,23.3928633,Credit Card,TRUE,0,TRUE,None,3,FALSE
2610,02-12-2020,272,35,Female,City_6,845,Decorations,5,85.87221775,Cash,TRUE,42.93610888,TRUE,Black Friday,3,TRUE
2611,14-12-2018,478,52,Male,City_20,687,Clothing,3,32.28819414,Cash,TRUE,0,FALSE,Christmas Market,4,FALSE
2612,24-11-2020,151,38,Other,City_11,217,Electronics,3,59.13358405,Debit Card,FALSE,17.74007522,FALSE,Black Friday,4,TRUE
2613,29-11-2019,495,57,Male,City_1,671,Clothing,4,82.15717428,Credit Card,TRUE,32.86286971,FALSE,Black Friday,3,FALSE
2614,21-12-2018,361,69,Female,City_3,310,Food,4,61.67905141,Credit Card,FALSE,0,FALSE,None,4,FALSE
2615,13-12-2018,162,26,Other,City_11,981,Food,5,44.91861483,Cash,TRUE,0,FALSE,None,1,FALSE
2616,05-11-2022,161,65,Other,City_20,722,Electronics,1,29.96559762,Debit Card,FALSE,2.996559762,TRUE,Black Friday,3,TRUE
2617,31-12-2020,126,22,Female,City_10,518,Decorations,4,14.63594181,Debit Card,TRUE,5.854376724,TRUE,Black Friday,1,FALSE
2618,22-11-2023,455,33,Female,City_12,205,Electronics,5,94.8088719,Cash,FALSE,0,FALSE,Christmas Market,1,TRUE
2619,17-11-2023,429,22,Other,City_16,320,Decorations,3,17.34731837,Cash,TRUE,0,FALSE,Christmas Market,1,FALSE
2620,10-12-2019,315,58,Other,City_2,114,Clothing,2,40.56793536,Online Payment,TRUE,0,FALSE,None,1,FALSE
2621,23-11-2021,17,42,Male,City_14,992,Electronics,4,84.04205735,Online Payment,FALSE,33.61682294,TRUE,Black Friday,3,FALSE
2622,14-12-2023,2,67,Male,City_4,178,Food,1,19.33276623,Online Payment,TRUE,0,FALSE,Christmas Market,5,FALSE
2623,20-12-2020,156,42,Female,City_4,201,Toys,2,81.10076039,Debit Card,FALSE,16.22015208,FALSE,Black Friday,4,TRUE
2624,05-12-2023,182,19,Female,City_3,753,Food,4,68.20624103,Online Payment,FALSE,27.28249641,FALSE,Black Friday,3,TRUE
2625,19-11-2020,418,60,Male,City_19,903,Toys,4,43.81101903,Debit Card,FALSE,0,FALSE,Christmas Market,3,TRUE
2626,15-11-2018,429,49,Male,City_12,9,Toys,3,89.07872225,Cash,FALSE,26.72361667,FALSE,Black Friday,2,FALSE
2627,27-11-2020,207,55,Male,City_2,116,Electronics,4,49.82377794,Online Payment,FALSE,19.92951118,TRUE,Black Friday,2,FALSE
2628,24-12-2018,125,21,Male,City_6,259,Clothing,4,90.94257892,Debit Card,FALSE,0,FALSE,Christmas Market,5,FALSE
2629,03-12-2018,77,52,Other,City_10,471,Decorations,3,78.66584128,Online Payment,FALSE,0,FALSE,None,2,TRUE
2630,28-12-2019,42,27,Male,City_1,312,Clothing,1,65.38807763,Credit Card,FALSE,6.538807763,TRUE,Black Friday,4,FALSE
2631,06-11-2019,115,40,Male,City_1,760,Clothing,3,42.67014975,Debit Card,TRUE,0,FALSE,None,1,FALSE
2632,11-11-2022,463,59,Male,City_2,967,Decorations,5,82.29910466,Debit Card,FALSE,0,FALSE,None,2,TRUE
2633,11-12-2022,385,59,Male,City_16,623,Decorations,5,65.01081802,Credit Card,TRUE,0,TRUE,None,1,FALSE
2634,01-11-2019,140,26,Male,City_7,88,Clothing,5,76.7107423,Credit Card,FALSE,38.35537115,TRUE,Black Friday,3,TRUE
2635,12-12-2021,289,18,Female,City_12,696,Decorations,5,17.48636675,Cash,FALSE,8.743183377,FALSE,Black Friday,1,TRUE
2636,02-12-2018,407,45,Male,City_10,976,Decorations,5,41.3639883,Cash,FALSE,0,TRUE,None,5,FALSE
2637,02-12-2020,472,40,Other,City_5,658,Toys,4,29.20958681,Debit Card,FALSE,0,FALSE,Christmas Market,5,FALSE
2638,10-11-2022,149,47,Female,City_4,459,Toys,2,81.78091399,Debit Card,TRUE,16.3561828,TRUE,Black Friday,2,TRUE
2639,18-12-2018,56,46,Female,City_6,333,Food,3,58.24516189,Cash,TRUE,17.47354857,TRUE,Black Friday,4,FALSE
2640,19-11-2023,369,56,Female,City_3,320,Decorations,5,48.22982424,Debit Card,TRUE,0,TRUE,Christmas Market,2,TRUE
2641,19-11-2023,50,41,Other,City_18,779,Toys,1,19.11873752,Online Payment,FALSE,1.911873752,FALSE,Black Friday,5,TRUE
2642,08-11-2018,439,49,Female,City_19,865,Food,5,10.95162086,Credit Card,FALSE,0,TRUE,Christmas Market,2,FALSE
2643,24-11-2022,493,66,Male,City_4,249,Electronics,5,61.27071985,Debit Card,TRUE,30.63535993,FALSE,Black Friday,5,TRUE
2644,11-12-2021,31,32,Female,City_3,207,Food,4,18.49288167,Credit Card,TRUE,0,TRUE,Christmas Market,1,FALSE
2645,07-12-2023,285,36,Female,City_18,779,Clothing,3,13.64502595,Debit Card,TRUE,0,TRUE,Christmas Market,3,TRUE
2646,06-11-2023,46,24,Female,City_12,254,Electronics,1,18.55451277,Online Payment,FALSE,1.855451277,FALSE,Black Friday,5,FALSE
2647,30-12-2018,306,33,Female,City_3,813,Clothing,2,59.44059135,Online Payment,FALSE,0,FALSE,Christmas Market,2,TRUE
2648,25-12-2022,66,39,Other,City_8,408,Electronics,2,65.26771458,Debit Card,TRUE,13.05354292,FALSE,Black Friday,2,FALSE
2649,22-12-2023,141,65,Other,City_20,504,Electronics,3,22.31063249,Online Payment,FALSE,0,FALSE,None,2,TRUE
2650,19-11-2021,191,50,Other,City_11,106,Decorations,5,53.42462491,Cash,FALSE,0,TRUE,None,2,FALSE
2651,29-11-2019,134,54,Other,City_13,417,Toys,5,16.49055623,Debit Card,FALSE,8.245278117,FALSE,Black Friday,1,TRUE
2652,30-12-2023,17,67,Female,City_1,106,Decorations,3,38.29367431,Online Payment,TRUE,11.48810229,FALSE,Black Friday,2,TRUE
2653,30-12-2022,366,69,Other,City_14,247,Food,1,69.81015437,Credit Card,TRUE,0,TRUE,Christmas Market,3,FALSE
2654,06-11-2018,232,22,Female,City_3,865,Decorations,4,42.78481411,Debit Card,FALSE,0,FALSE,None,5,FALSE
2655,21-12-2022,498,57,Male,City_11,942,Food,1,24.60089557,Debit Card,FALSE,0,TRUE,Christmas Market,1,TRUE
2656,14-12-2020,455,59,Female,City_16,341,Clothing,4,93.72160418,Cash,FALSE,37.48864167,FALSE,Black Friday,5,FALSE
2657,07-11-2020,332,39,Other,City_1,854,Food,3,12.5029728,Online Payment,FALSE,0,TRUE,Christmas Market,1,TRUE
2658,10-12-2022,88,70,Female,City_6,822,Electronics,2,83.06229726,Credit Card,TRUE,0,TRUE,None,4,FALSE
2659,01-11-2021,218,65,Female,City_12,95,Food,2,94.68036222,Credit Card,FALSE,0,FALSE,None,2,TRUE
2660,13-11-2022,264,69,Female,City_19,134,Electronics,4,69.10873886,Cash,TRUE,0,FALSE,None,5,TRUE
2661,06-11-2020,407,21,Other,City_1,831,Clothing,2,87.39965054,Online Payment,FALSE,0,FALSE,None,3,FALSE
2662,13-12-2018,385,38,Male,City_6,571,Food,4,15.94611272,Online Payment,FALSE,0,TRUE,Christmas Market,5,TRUE
2663,24-11-2020,164,45,Male,City_1,14,Food,5,64.69134372,Online Payment,TRUE,32.34567186,FALSE,Black Friday,3,FALSE
2664,20-12-2018,166,19,Other,City_9,218,Food,3,59.67165805,Cash,FALSE,17.90149741,TRUE,Black Friday,5,TRUE
2665,10-12-2021,305,67,Other,City_18,633,Toys,1,92.13560582,Credit Card,TRUE,9.213560582,TRUE,Black Friday,2,TRUE
2666,04-12-2023,180,61,Male,City_5,757,Food,4,39.49790422,Online Payment,FALSE,0,FALSE,Christmas Market,3,TRUE
2667,17-11-2023,14,43,Female,City_3,553,Electronics,3,26.50631627,Cash,FALSE,0,FALSE,Christmas Market,1,FALSE
2668,12-12-2021,166,38,Female,City_9,509,Clothing,3,74.74317204,Credit Card,TRUE,0,FALSE,None,2,FALSE
2669,28-11-2019,383,53,Male,City_14,933,Clothing,3,77.48589939,Credit Card,TRUE,23.24576982,TRUE,Black Friday,1,TRUE
2670,11-11-2021,129,18,Male,City_7,42,Food,1,95.06496581,Online Payment,FALSE,9.506496581,FALSE,Black Friday,1,TRUE
2671,08-11-2023,163,52,Other,City_18,276,Electronics,2,39.71302159,Cash,TRUE,7.942604318,FALSE,Black Friday,4,FALSE
2672,16-12-2023,161,30,Other,City_8,510,Decorations,3,16.55341658,Debit Card,FALSE,4.966024974,FALSE,Black Friday,4,FALSE
2673,02-11-2021,412,64,Male,City_19,777,Decorations,3,54.90571947,Cash,FALSE,16.47171584,FALSE,Black Friday,2,TRUE
2674,13-11-2021,314,29,Other,City_19,974,Decorations,5,53.89641626,Debit Card,FALSE,0,TRUE,None,1,FALSE
2675,14-12-2022,448,21,Female,City_3,188,Clothing,2,65.49474058,Cash,TRUE,13.09894812,FALSE,Black Friday,1,TRUE
2676,25-12-2023,356,34,Female,City_11,792,Clothing,3,48.34656809,Credit Card,TRUE,0,TRUE,None,2,TRUE
2677,20-12-2018,105,25,Female,City_4,306,Clothing,3,96.65447056,Credit Card,TRUE,28.99634117,TRUE,Black Friday,5,TRUE
2678,25-12-2019,26,31,Male,City_17,228,Clothing,3,44.25130429,Credit Card,TRUE,0,TRUE,None,3,TRUE
2679,07-11-2021,244,40,Female,City_19,962,Toys,4,62.78388136,Debit Card,TRUE,0,TRUE,None,5,TRUE
2680,06-12-2021,101,33,Male,City_12,39,Toys,1,73.94965098,Credit Card,TRUE,0,TRUE,None,1,TRUE
2681,27-12-2022,404,69,Female,City_4,539,Toys,5,69.09396309,Cash,FALSE,34.54698155,TRUE,Black Friday,2,TRUE
2682,13-11-2020,44,28,Female,City_9,626,Toys,1,82.01109621,Cash,TRUE,0,TRUE,Christmas Market,1,TRUE
2683,06-11-2018,61,32,Male,City_8,231,Electronics,2,55.66929242,Online Payment,FALSE,0,FALSE,None,5,FALSE
2684,05-12-2023,18,44,Other,City_8,948,Food,3,42.52017699,Cash,FALSE,0,FALSE,None,3,FALSE
2685,03-12-2021,8,46,Other,City_17,660,Clothing,2,88.16476452,Credit Card,TRUE,17.6329529,FALSE,Black Friday,5,FALSE
2686,27-11-2023,300,46,Male,City_13,3,Decorations,4,85.15386108,Online Payment,FALSE,34.06154443,TRUE,Black Friday,2,TRUE
2687,06-12-2023,291,52,Female,City_3,857,Food,1,48.74592516,Online Payment,FALSE,0,TRUE,Christmas Market,1,FALSE
2688,14-11-2023,69,28,Other,City_10,687,Toys,3,77.39916519,Online Payment,TRUE,0,FALSE,None,1,TRUE
2689,05-12-2023,469,59,Other,City_7,277,Electronics,4,83.76876116,Credit Card,TRUE,33.50750446,TRUE,Black Friday,2,TRUE
2690,19-11-2023,223,21,Female,City_3,124,Electronics,4,31.902917,Online Payment,TRUE,12.7611668,TRUE,Black Friday,4,FALSE
2691,30-12-2019,59,20,Female,City_12,909,Clothing,3,39.93293239,Credit Card,FALSE,0,TRUE,Christmas Market,3,TRUE
2692,24-12-2022,398,42,Other,City_8,123,Food,5,33.97869543,Credit Card,TRUE,0,FALSE,None,4,TRUE
2693,09-11-2021,492,34,Female,City_16,522,Food,2,45.93761084,Debit Card,FALSE,9.187522168,TRUE,Black Friday,4,FALSE
2694,21-12-2021,163,59,Female,City_12,944,Food,5,96.43534816,Debit Card,FALSE,48.21767408,FALSE,Black Friday,5,FALSE
2695,10-11-2018,448,24,Other,City_2,626,Clothing,4,63.29011191,Credit Card,TRUE,0,TRUE,None,2,TRUE
2696,14-11-2020,368,58,Female,City_5,767,Electronics,3,50.17557848,Credit Card,FALSE,0,FALSE,Christmas Market,1,TRUE
2697,28-11-2019,204,18,Male,City_7,288,Food,1,13.10331373,Credit Card,TRUE,1.310331373,FALSE,Black Friday,1,FALSE
2698,13-12-2018,288,45,Other,City_15,745,Toys,2,50.03189089,Credit Card,FALSE,0,TRUE,None,4,TRUE
2699,28-12-2023,300,68,Female,City_2,163,Food,2,59.46402824,Debit Card,FALSE,0,FALSE,None,5,FALSE
2700,02-12-2022,155,51,Male,City_16,640,Toys,1,12.93801673,Cash,FALSE,0,FALSE,None,4,TRUE
2701,03-11-2022,149,68,Other,City_7,748,Electronics,3,56.76673759,Online Payment,TRUE,17.03002128,FALSE,Black Friday,4,FALSE
2702,29-11-2019,369,42,Other,City_8,548,Food,5,36.38029472,Credit Card,FALSE,18.19014736,FALSE,Black Friday,2,FALSE
2703,27-12-2020,347,49,Other,City_16,946,Clothing,5,97.09836418,Cash,TRUE,0,FALSE,Christmas Market,5,FALSE
2704,24-11-2022,471,64,Other,City_2,149,Food,1,16.21618673,Cash,TRUE,1.621618673,FALSE,Black Friday,2,FALSE
2705,29-12-2020,116,43,Male,City_15,56,Electronics,2,98.5921192,Credit Card,FALSE,0,TRUE,None,5,FALSE
2706,30-11-2020,156,68,Other,City_9,981,Food,4,70.15399012,Cash,TRUE,28.06159605,TRUE,Black Friday,2,TRUE
2707,11-12-2019,385,55,Male,City_3,930,Toys,1,36.49521274,Online Payment,FALSE,0,FALSE,None,5,TRUE
2708,14-11-2022,196,61,Female,City_3,867,Toys,4,97.79847712,Credit Card,TRUE,39.11939085,FALSE,Black Friday,2,TRUE
2709,12-12-2019,454,32,Female,City_12,94,Electronics,5,59.32232139,Cash,TRUE,0,TRUE,None,1,TRUE
2710,14-11-2022,197,41,Male,City_15,470,Food,2,40.25471263,Debit Card,FALSE,8.050942527,TRUE,Black Friday,2,FALSE
2711,18-11-2022,399,19,Male,City_19,933,Food,1,16.04350175,Online Payment,TRUE,1.604350175,FALSE,Black Friday,4,FALSE
2712,10-12-2021,194,51,Female,City_7,902,Food,1,30.9533482,Online Payment,FALSE,0,FALSE,None,1,TRUE
2713,28-12-2020,488,33,Female,City_16,47,Electronics,1,25.07614605,Online Payment,FALSE,2.507614605,FALSE,Black Friday,1,FALSE
2714,11-11-2018,6,33,Male,City_3,474,Toys,3,44.13071527,Debit Card,TRUE,13.23921458,TRUE,Black Friday,2,FALSE
2715,15-12-2022,89,56,Female,City_17,597,Food,2,48.27838424,Credit Card,FALSE,0,FALSE,Christmas Market,4,TRUE
2716,23-12-2021,493,67,Other,City_11,896,Clothing,3,62.45253202,Online Payment,TRUE,0,FALSE,None,3,FALSE
2717,07-12-2018,55,27,Other,City_17,492,Clothing,3,64.30871203,Cash,TRUE,0,FALSE,Christmas Market,5,TRUE
2718,23-11-2019,160,48,Female,City_9,479,Decorations,3,42.43066024,Debit Card,FALSE,12.72919807,TRUE,Black Friday,1,FALSE
2719,22-11-2021,394,51,Other,City_17,898,Toys,2,72.46565995,Credit Card,FALSE,0,FALSE,None,3,FALSE
2720,15-12-2022,295,45,Female,City_19,539,Electronics,1,21.55939761,Debit Card,TRUE,0,TRUE,Christmas Market,3,FALSE
2721,22-11-2020,432,36,Female,City_11,229,Electronics,1,27.23165267,Debit Card,FALSE,0,TRUE,None,1,FALSE
2722,31-12-2020,276,24,Female,City_1,727,Food,2,29.20161895,Online Payment,TRUE,0,TRUE,None,1,FALSE
2723,19-11-2018,407,22,Male,City_15,455,Electronics,3,29.76582353,Cash,FALSE,0,TRUE,None,1,FALSE
2724,08-12-2019,269,56,Male,City_2,530,Electronics,5,54.02106768,Cash,TRUE,0,FALSE,None,4,TRUE
2725,21-12-2018,382,50,Female,City_9,736,Decorations,2,88.89404262,Online Payment,TRUE,17.77880852,FALSE,Black Friday,2,TRUE
2726,10-11-2020,366,54,Female,City_19,108,Food,4,60.77594936,Online Payment,FALSE,24.31037974,TRUE,Black Friday,3,FALSE
2727,29-11-2019,36,29,Other,City_14,721,Decorations,4,92.55779404,Online Payment,TRUE,37.02311762,FALSE,Black Friday,2,FALSE
2728,27-12-2020,144,49,Female,City_11,596,Toys,5,60.60533656,Online Payment,FALSE,30.30266828,FALSE,Black Friday,4,FALSE
2729,16-12-2019,85,29,Other,City_9,449,Toys,2,27.74166547,Online Payment,FALSE,0,TRUE,None,1,TRUE
2730,29-11-2020,262,38,Female,City_13,905,Clothing,5,19.01466231,Credit Card,TRUE,9.507331153,FALSE,Black Friday,3,FALSE
2731,23-11-2021,391,40,Female,City_13,657,Electronics,3,73.56908681,Debit Card,FALSE,22.07072604,FALSE,Black Friday,4,FALSE
2732,01-12-2018,103,37,Female,City_8,173,Electronics,3,36.15058453,Debit Card,TRUE,10.84517536,FALSE,Black Friday,1,TRUE
2733,22-11-2022,303,63,Other,City_15,639,Food,5,54.57846379,Cash,FALSE,0,TRUE,None,2,TRUE
2734,12-12-2021,77,43,Female,City_4,450,Toys,3,84.81304709,Credit Card,FALSE,0,TRUE,None,3,FALSE
2735,31-12-2021,72,39,Other,City_11,205,Electronics,4,77.80924978,Cash,TRUE,0,FALSE,Christmas Market,4,FALSE
2736,15-11-2023,207,22,Other,City_12,369,Electronics,2,89.92923348,Debit Card,FALSE,0,FALSE,None,3,FALSE
2737,15-12-2022,385,57,Female,City_2,498,Clothing,1,94.11817253,Credit Card,FALSE,0,TRUE,Christmas Market,1,TRUE
2738,27-11-2019,277,43,Female,City_4,859,Food,1,45.03405033,Cash,FALSE,4.503405033,TRUE,Black Friday,5,TRUE
2739,14-11-2018,131,62,Female,City_14,709,Food,4,24.49242128,Debit Card,FALSE,9.796968512,TRUE,Black Friday,3,TRUE
2740,01-11-2018,150,62,Other,City_5,152,Decorations,4,52.25621203,Online Payment,FALSE,0,FALSE,None,4,TRUE
2741,27-12-2020,56,65,Other,City_14,289,Electronics,5,79.77688622,Credit Card,FALSE,39.88844311,TRUE,Black Friday,1,FALSE
2742,28-11-2018,463,57,Male,City_18,603,Food,4,31.82562915,Online Payment,FALSE,12.73025166,TRUE,Black Friday,3,TRUE
2743,04-12-2023,351,61,Female,City_12,516,Toys,5,52.49774059,Debit Card,TRUE,0,TRUE,None,5,TRUE
2744,09-12-2022,4,60,Male,City_13,474,Clothing,5,99.11416967,Cash,TRUE,0,TRUE,None,4,FALSE
2745,04-12-2021,130,36,Other,City_8,387,Food,3,61.46887224,Online Payment,TRUE,0,TRUE,None,5,FALSE
2746,22-12-2023,400,33,Female,City_1,721,Decorations,2,13.3577601,Credit Card,TRUE,0,FALSE,Christmas Market,5,FALSE
2747,14-12-2021,179,42,Female,City_2,794,Electronics,4,21.40089044,Online Payment,TRUE,0,FALSE,None,1,FALSE
2748,14-12-2019,79,47,Male,City_9,914,Toys,1,97.69163311,Debit Card,TRUE,0,TRUE,Christmas Market,5,TRUE
2749,26-12-2020,455,62,Female,City_9,359,Electronics,1,42.67229903,Online Payment,FALSE,0,TRUE,Christmas Market,1,TRUE
2750,11-12-2021,346,60,Female,City_3,521,Electronics,2,92.60750185,Cash,TRUE,18.52150037,TRUE,Black Friday,5,TRUE
2751,17-11-2018,484,60,Female,City_5,203,Electronics,4,44.41279185,Credit Card,TRUE,0,TRUE,None,2,FALSE
2752,18-12-2019,82,29,Male,City_13,959,Clothing,5,26.7311682,Credit Card,FALSE,13.3655841,FALSE,Black Friday,2,TRUE
2753,20-12-2019,279,24,Female,City_4,670,Electronics,3,63.79412293,Credit Card,FALSE,0,TRUE,Christmas Market,3,TRUE
2754,25-12-2023,248,61,Male,City_13,156,Food,3,40.33605467,Credit Card,TRUE,12.1008164,FALSE,Black Friday,1,TRUE
2755,11-11-2022,445,61,Other,City_18,741,Electronics,5,33.12689178,Credit Card,TRUE,0,TRUE,None,2,FALSE
2756,27-12-2023,355,63,Other,City_4,998,Decorations,2,33.19049057,Cash,FALSE,0,FALSE,None,4,TRUE
2757,19-11-2018,145,37,Other,City_4,933,Toys,3,14.25475807,Cash,TRUE,4.276427421,FALSE,Black Friday,4,TRUE
2758,20-11-2023,181,68,Female,City_13,874,Decorations,5,60.87097883,Cash,FALSE,30.43548942,TRUE,Black Friday,1,FALSE
2759,16-11-2022,199,54,Other,City_7,72,Food,4,75.52311768,Cash,TRUE,0,FALSE,Christmas Market,4,FALSE
2760,03-11-2023,90,52,Male,City_5,572,Decorations,5,62.25646992,Debit Card,TRUE,31.12823496,TRUE,Black Friday,2,TRUE
2761,10-12-2022,476,70,Other,City_17,103,Electronics,3,68.92300694,Debit Card,TRUE,0,TRUE,Christmas Market,4,TRUE
2762,28-12-2022,252,19,Female,City_15,336,Toys,1,39.36931666,Credit Card,TRUE,0,FALSE,Christmas Market,4,TRUE
2763,16-12-2019,118,25,Male,City_1,634,Decorations,4,67.20309144,Online Payment,FALSE,0,FALSE,None,4,FALSE
2764,27-12-2020,362,31,Other,City_13,679,Decorations,3,29.1280094,Credit Card,FALSE,0,TRUE,Christmas Market,3,TRUE
2765,18-12-2023,219,49,Other,City_2,166,Electronics,4,69.39901462,Cash,FALSE,27.75960585,TRUE,Black Friday,3,FALSE
2766,23-11-2018,164,57,Male,City_12,596,Decorations,1,88.79587429,Credit Card,FALSE,8.879587429,TRUE,Black Friday,5,TRUE
2767,24-12-2020,106,28,Other,City_9,984,Decorations,3,76.56553626,Credit Card,TRUE,0,FALSE,None,2,FALSE
2768,01-11-2020,293,35,Other,City_11,422,Toys,1,14.93580567,Debit Card,TRUE,0,FALSE,Christmas Market,1,TRUE
2769,15-12-2018,173,36,Other,City_14,584,Food,2,66.47681359,Debit Card,FALSE,0,TRUE,None,4,FALSE
2770,24-11-2023,187,69,Male,City_7,369,Clothing,2,94.70449333,Debit Card,TRUE,18.94089867,FALSE,Black Friday,1,FALSE
2771,07-12-2018,278,50,Other,City_8,361,Toys,1,93.02669663,Debit Card,TRUE,0,FALSE,None,5,TRUE
2772,14-11-2020,159,34,Other,City_6,639,Food,5,23.99047669,Online Payment,FALSE,0,FALSE,None,4,TRUE
2773,29-12-2021,219,59,Male,City_4,418,Clothing,5,73.65580078,Cash,FALSE,0,TRUE,Christmas Market,4,FALSE
2774,06-11-2020,134,52,Other,City_20,323,Clothing,5,59.42294281,Credit Card,FALSE,0,TRUE,Christmas Market,1,FALSE
2775,21-11-2022,285,52,Other,City_10,852,Toys,1,25.22683151,Credit Card,FALSE,2.522683151,TRUE,Black Friday,1,TRUE
2776,19-12-2022,413,70,Male,City_6,885,Electronics,5,92.61550102,Online Payment,FALSE,0,FALSE,Christmas Market,5,TRUE
2777,13-12-2019,311,20,Male,City_20,61,Decorations,3,13.18839623,Credit Card,FALSE,0,FALSE,None,3,FALSE
2778,12-11-2023,290,29,Male,City_12,94,Food,3,37.37856576,Online Payment,FALSE,0,FALSE,None,3,FALSE
2779,09-12-2022,140,26,Other,City_8,570,Food,2,44.26654377,Online Payment,FALSE,0,TRUE,None,1,FALSE
2780,30-12-2018,419,49,Male,City_16,293,Food,3,82.76101507,Cash,FALSE,24.82830452,TRUE,Black Friday,5,TRUE
2781,05-11-2020,439,25,Male,City_4,331,Decorations,4,28.62490003,Debit Card,FALSE,11.44996001,TRUE,Black Friday,1,FALSE
2782,05-12-2019,389,21,Male,City_18,15,Electronics,4,47.65956108,Online Payment,TRUE,0,TRUE,None,5,TRUE
2783,09-11-2023,130,50,Other,City_10,128,Decorations,1,96.33544401,Debit Card,TRUE,9.633544401,TRUE,Black Friday,2,TRUE
2784,08-12-2020,15,23,Other,City_4,64,Decorations,5,68.49185949,Cash,FALSE,0,FALSE,Christmas Market,2,TRUE
2785,05-11-2021,423,37,Other,City_5,707,Food,5,63.16892529,Debit Card,FALSE,0,FALSE,Christmas Market,5,FALSE
2786,18-11-2022,363,33,Female,City_12,179,Clothing,1,96.07164194,Debit Card,FALSE,9.607164194,FALSE,Black Friday,2,FALSE
2787,09-11-2023,128,55,Male,City_13,906,Decorations,3,73.73646022,Cash,FALSE,0,FALSE,Christmas Market,3,FALSE
2788,14-11-2018,227,47,Other,City_12,121,Electronics,4,45.56102397,Debit Card,FALSE,18.22440959,FALSE,Black Friday,4,FALSE
2789,08-12-2021,77,21,Male,City_4,575,Food,4,74.51310179,Debit Card,FALSE,0,FALSE,Christmas Market,1,FALSE
2790,07-11-2022,53,50,Other,City_20,47,Electronics,3,87.70689677,Online Payment,TRUE,0,FALSE,None,4,FALSE
2791,16-12-2023,139,18,Female,City_19,380,Electronics,1,45.19785499,Online Payment,TRUE,0,TRUE,None,1,TRUE
2792,02-12-2018,145,51,Other,City_6,204,Electronics,4,73.32565848,Debit Card,TRUE,29.33026339,FALSE,Black Friday,2,TRUE
2793,11-12-2023,499,58,Male,City_17,52,Toys,1,97.17827626,Online Payment,TRUE,0,FALSE,None,3,FALSE
2794,06-11-2018,31,51,Female,City_18,79,Electronics,5,40.68162621,Debit Card,TRUE,0,TRUE,None,2,FALSE
2795,27-12-2020,474,33,Other,City_5,938,Clothing,2,27.75233539,Cash,FALSE,0,FALSE,Christmas Market,2,FALSE
2796,29-11-2021,144,24,Other,City_15,993,Toys,1,94.46449324,Credit Card,TRUE,9.446449324,TRUE,Black Friday,4,FALSE
2797,14-12-2021,139,55,Male,City_2,379,Clothing,5,94.42295855,Credit Card,TRUE,0,TRUE,Christmas Market,5,FALSE
2798,02-11-2021,177,34,Male,City_17,274,Toys,2,72.57535856,Online Payment,TRUE,0,FALSE,Christmas Market,2,TRUE
